,sensor14,sensor3,sensor9,sensor7,sensor11,sensor21,sensor15,sensor12,sensor4,RUL
3681,8150.37,1591.29,9072.74,553.73,47.53,23.348,8.438,521.71,1401.78,94
3682,8151.84,1584.86,9074.8,554.16,47.16,23.3604,8.4421,522.17,1399.41,93
3683,8153.2,1590.76,9076.23,553.59,47.39,23.5415,8.4326,521.69,1395.61,92
3684,8153.73,1582.62,9075.65,554.37,47.4,23.2726,8.4134,521.9,1398.49,91
3685,8152.02,1589.47,9070.15,554.01,47.34,23.506,8.4446,521.43,1401.67,90
3686,8148.38,1591.63,9075.77,553.69,47.29,23.3657,8.4204,522.03,1399.96,89
3687,8149.43,1591.51,9076.21,553.44,47.27,23.4117,8.4153,522.0,1410.85,88
3688,8152.59,1590.9,9068.56,553.74,47.24,23.2886,8.4134,521.83,1409.16,87
3689,8154.5,1590.55,9077.08,554.23,47.27,23.4017,8.4141,522.48,1392.8,86
3690,8159.23,1586.44,9068.96,553.14,47.37,23.3786,8.4556,522.09,1405.16,85
3691,8151.32,1582.44,9077.4,553.44,47.28,23.3086,8.3795,522.57,1401.75,84
3692,8149.43,1579.35,9076.84,554.25,47.34,23.3279,8.381,521.88,1404.3,83
3693,8153.27,1587.61,9079.85,554.02,47.34,23.3641,8.4331,522.39,1403.82,82
3694,8157.48,1587.46,9073.91,553.42,47.34,23.4542,8.4375,521.86,1404.07,81
3695,8152.87,1591.35,9078.32,554.13,47.44,23.2573,8.4052,522.02,1406.5,80
3696,8154.75,1583.87,9074.96,553.62,47.25,23.3951,8.444,521.71,1410.57,79
3697,8159.92,1583.79,9080.08,553.9,47.23,23.3608,8.4498,522.31,1404.78,78
3698,8154.7,1589.58,9083.68,554.27,47.46,23.389,8.4467,521.13,1397.3,77
3699,8153.04,1592.46,9076.6,554.56,47.4,23.4318,8.4354,522.04,1404.23,76
3700,8151.87,1592.07,9070.94,554.22,47.22,23.3621,8.4292,522.23,1405.99,75
3701,8162.33,1586.5,9086.72,554.09,47.36,23.3686,8.4074,521.65,1399.33,74
3702,8158.84,1587.74,9081.22,553.72,47.11,23.4212,8.4184,521.92,1400.36,73
3703,8156.98,1582.27,9079.59,554.33,47.37,23.3722,8.4051,522.52,1394.88,72
3704,8160.46,1593.4,9079.07,554.02,47.3,23.3311,8.3898,521.88,1400.11,71
3705,8159.29,1588.58,9076.47,554.2,47.24,23.4273,8.3991,521.79,1398.29,70
3706,8155.81,1590.08,9092.3,554.87,47.37,23.3313,8.4042,522.07,1396.3,69
3707,8161.59,1589.53,9080.88,554.75,47.57,23.287,8.4641,521.78,1407.98,68
3708,8157.94,1591.4,9087.0,554.52,47.35,23.3941,8.4255,521.88,1397.89,67
3709,8158.25,1593.56,9089.55,553.52,47.42,23.2507,8.4045,521.94,1406.09,66
3710,8163.91,1594.14,9085.89,553.87,47.34,23.3142,8.4203,522.32,1398.72,65
3711,8158.89,1591.11,9085.29,553.25,47.26,23.2572,8.4357,521.97,1410.53,64
3712,8158.05,1588.54,9086.05,554.37,47.43,23.316,8.4232,521.45,1399.38,63
3713,8167.5,1588.81,9089.27,553.88,47.22,23.3347,8.4674,522.1,1405.97,62
3714,8168.97,1582.54,9075.85,553.83,47.44,23.3867,8.4524,522.06,1403.88,61
3715,8164.45,1585.67,9092.27,553.81,47.41,23.3456,8.4401,521.66,1405.34,60
3716,8172.35,1587.62,9089.94,553.71,47.49,23.3646,8.4293,522.33,1403.88,59
3717,8164.93,1594.35,9087.47,553.68,47.54,23.3933,8.4317,522.04,1400.15,58
3718,8164.69,1588.95,9088.94,553.55,47.2,23.2783,8.4681,522.07,1409.01,57
3719,8163.4,1591.67,9092.44,553.03,47.35,23.3199,8.4336,522.03,1397.75,56
3720,8172.83,1590.42,9089.35,553.05,47.42,23.3742,8.4339,521.68,1402.13,55
3721,8167.23,1588.93,9100.59,554.45,47.48,23.2611,8.4279,521.57,1403.87,54
3722,8171.65,1589.41,9090.16,553.6,47.44,23.355,8.4321,521.71,1410.8,53
3723,8174.22,1589.81,9093.8,553.74,47.4,23.2704,8.4616,521.07,1408.32,52
3724,8175.42,1585.94,9099.54,553.55,47.54,23.4092,8.4174,521.96,1411.93,51
3725,8173.12,1591.89,9087.61,553.79,47.49,23.3455,8.4263,521.62,1405.28,50
3726,8177.71,1589.1,9098.27,554.14,47.31,23.2522,8.4438,521.58,1414.44,49
3727,8179.63,1592.68,9097.38,553.39,47.56,23.3401,8.3921,522.06,1404.3,48
3728,8174.8,1589.12,9102.28,554.06,47.38,23.2572,8.4605,521.35,1404.57,47
3729,8175.79,1585.97,9105.01,554.15,47.42,23.339,8.4081,520.97,1402.33,46
3730,8177.4,1586.5,9106.11,553.3,47.35,23.3118,8.4321,521.2,1403.39,45
3731,8173.89,1593.51,9111.26,552.74,47.45,23.25,8.4355,522.04,1412.38,44
3732,8179.07,1591.49,9109.02,554.39,47.56,23.3116,8.4385,521.85,1403.22,43
3733,8180.41,1586.35,9106.32,553.82,47.56,23.1902,8.4785,521.92,1410.05,42
3734,8185.69,1587.07,9103.2,554.69,47.47,23.3986,8.4757,522.03,1406.5,41
3735,8176.98,1597.04,9103.76,554.19,47.59,23.2971,8.4184,520.84,1405.39,40
3736,8181.79,1591.75,9111.38,553.42,47.63,23.3277,8.4523,521.97,1411.09,39
3737,8182.29,1591.55,9106.38,553.09,47.67,23.3202,8.4395,521.49,1406.17,38
3738,8189.74,1587.54,9118.47,553.73,47.63,23.3307,8.4415,521.45,1409.14,37
3739,8187.98,1591.89,9115.33,553.84,47.5,23.2662,8.432,521.73,1401.17,36
3740,8190.29,1595.36,9114.6,554.1,47.6,23.38,8.4822,521.85,1411.22,35
3741,8189.39,1584.91,9119.8,552.67,47.7,23.2671,8.435,521.44,1417.65,34
3742,8197.72,1591.6,9116.88,553.83,47.68,23.2158,8.4515,521.47,1407.02,33
3743,8194.99,1592.58,9127.41,553.45,47.38,23.1824,8.4483,521.49,1416.27,32
3744,8194.15,1590.17,9123.31,553.66,47.47,23.2063,8.4433,521.63,1410.04,31
3745,8199.62,1598.42,9122.87,553.28,47.76,23.3115,8.4836,521.42,1408.19,30
3746,8203.99,1591.74,9128.98,554.0,47.84,23.2631,8.4689,521.97,1414.9,29
3747,8201.57,1591.0,9127.39,552.71,47.6,23.3384,8.4617,521.83,1416.13,28
3748,8206.5,1596.24,9131.95,553.79,47.67,23.2874,8.4355,521.57,1403.83,27
3749,8200.79,1598.65,9136.6,553.57,47.57,23.1785,8.4708,521.64,1409.68,26
3750,8209.95,1587.75,9140.45,554.36,47.58,23.1904,8.4543,521.14,1411.21,25
3751,8207.89,1589.1,9148.32,552.88,47.53,23.2531,8.4662,520.76,1412.38,24
3752,8211.4,1600.63,9143.07,553.15,47.82,23.2209,8.4363,521.35,1406.05,23
3753,8209.65,1596.12,9138.56,553.16,47.65,23.2467,8.4577,521.47,1419.76,22
3754,8215.43,1595.67,9152.07,553.04,47.78,23.2433,8.4754,520.73,1416.74,21
3755,8215.51,1594.37,9155.35,553.4,47.72,23.2019,8.4475,521.27,1422.39,20
3756,8215.5,1596.47,9150.63,554.07,47.81,23.2493,8.468,521.36,1415.26,19
3757,8218.26,1602.3,9157.14,552.85,47.65,23.1773,8.4567,521.45,1416.38,18
3758,8225.98,1599.44,9157.33,552.88,47.78,23.1483,8.5067,520.84,1417.74,17
3759,8226.08,1601.1,9157.23,553.44,47.58,23.1702,8.5244,521.1,1417.03,16
3760,8229.02,1602.68,9162.42,553.14,47.76,23.2429,8.4783,520.89,1424.29,15
3761,8227.06,1600.23,9167.49,551.94,47.91,23.0976,8.4915,520.94,1422.16,14
3762,8228.09,1608.95,9170.17,552.84,47.81,23.1709,8.5002,520.56,1417.2,13
3763,8243.3,1599.22,9171.68,552.92,47.85,23.0937,8.4876,520.77,1416.6,12
3764,8237.12,1604.92,9174.9,552.45,47.88,23.0863,8.5388,520.47,1416.38,11
3765,8243.72,1601.27,9178.75,552.25,47.63,23.1556,8.4848,521.06,1417.87,10
3766,8245.88,1597.23,9191.36,552.58,47.99,23.0816,8.4843,520.33,1425.43,9
3767,8248.18,1600.39,9177.82,551.82,48.15,23.0819,8.4426,520.23,1422.43,8
3768,8253.97,1602.0,9187.67,552.77,47.77,23.2292,8.4999,520.49,1428.31,7
3769,8252.18,1601.04,9195.53,552.09,47.93,23.1173,8.4955,521.03,1433.02,6
3770,8263.06,1603.13,9196.3,551.39,47.97,23.0872,8.5376,520.14,1424.21,5
3771,8260.29,1606.51,9206.21,551.58,47.87,23.1001,8.5102,520.25,1423.47,4
3772,8268.81,1602.92,9204.44,552.23,48.1,22.9841,8.5372,520.53,1426.15,3
3773,8273.15,1603.03,9210.95,552.22,48.3,23.1555,8.5429,520.36,1423.65,2
3774,8269.4,1609.52,9223.56,551.52,48.14,23.0109,8.4945,520.23,1423.44,1
3775,8282.5,1601.0,9224.53,551.43,48.01,23.0304,8.5132,519.44,1428.08,0
3776,8122.16,1589.99,9048.73,553.09,47.64,23.2468,8.4148,521.86,1411.09,157
3777,8123.07,1587.77,9040.04,553.05,47.46,23.2836,8.4086,521.31,1411.04,156
3778,8121.69,1587.33,9044.78,553.31,47.46,23.2071,8.4316,521.74,1407.56,155
3779,8123.21,1590.93,9044.46,553.19,47.55,23.2752,8.4634,521.6,1412.13,154
3780,8127.37,1588.13,9041.06,553.3,47.53,23.2524,8.457,521.21,1407.64,153
3781,8122.88,1596.95,9047.72,553.57,47.44,23.255,8.4274,521.57,1406.78,152
3782,8127.66,1587.07,9041.85,553.25,47.66,23.3098,8.4279,521.67,1407.37,151
3783,8130.1,1590.03,9051.09,553.43,47.48,23.3006,8.4393,520.7,1407.13,150
3784,8123.08,1591.23,9045.26,553.43,47.59,23.2344,8.4269,521.44,1409.11,149
3785,8131.8,1588.75,9046.27,553.97,47.56,23.2501,8.4081,521.52,1404.89,148
3786,8128.15,1593.97,9049.79,552.85,47.57,23.3284,8.4605,521.81,1410.49,147
3787,8123.19,1594.98,9050.68,553.7,47.61,23.2868,8.4289,521.15,1422.97,146
3788,8129.49,1587.05,9047.32,553.82,47.6,23.2731,8.4508,521.68,1406.18,145
3789,8123.11,1590.1,9049.95,553.27,47.58,23.2526,8.418,521.33,1403.15,144
3790,8123.24,1594.28,9043.36,553.73,47.69,23.2853,8.4211,521.03,1407.62,143
3791,8129.92,1593.11,9040.91,553.02,47.49,23.3046,8.4313,521.47,1407.83,142
3792,8129.27,1591.36,9049.25,552.47,47.62,23.2081,8.435,521.9,1406.05,141
3793,8121.92,1588.99,9050.18,552.8,47.4,23.2632,8.3976,521.02,1410.25,140
3794,8127.43,1594.35,9046.53,553.1,47.59,23.3521,8.4309,520.6,1409.71,139
3795,8128.17,1588.53,9045.11,553.2,47.71,23.3257,8.4356,521.52,1413.7,138
3796,8127.15,1592.13,9050.97,553.46,47.48,23.324,8.4498,521.35,1399.69,137
3797,8129.42,1589.77,9045.2,553.6,47.38,23.3018,8.4375,522.09,1409.84,136
3798,8129.11,1596.05,9052.78,553.1,47.41,23.3013,8.471,521.02,1404.17,135
3799,8122.86,1592.19,9037.45,553.64,47.74,23.3265,8.4323,521.49,1407.48,134
3800,8124.72,1584.52,9038.15,553.08,47.63,23.3463,8.4403,521.64,1406.04,133
3801,8123.29,1588.86,9046.5,553.96,47.44,23.2728,8.4408,521.48,1411.93,132
3802,8137.19,1585.16,9044.31,553.47,47.49,23.3233,8.4714,521.18,1406.91,131
3803,8129.24,1581.79,9046.86,553.45,47.37,23.3038,8.4498,521.71,1412.55,130
3804,8118.97,1589.32,9043.34,553.37,47.53,23.3194,8.4473,521.44,1410.98,129
3805,8124.29,1588.02,9051.33,553.1,47.62,23.2854,8.465,521.24,1415.56,128
3806,8130.1,1589.83,9048.67,552.4,47.71,23.2491,8.4278,521.43,1404.5,127
3807,8124.35,1591.33,9042.8,553.26,47.73,23.2388,8.4751,521.18,1411.99,126
3808,8134.21,1591.64,9047.34,553.2,47.79,23.2431,8.4267,521.13,1407.84,125
3809,8127.39,1592.08,9039.19,553.24,47.75,23.2897,8.4395,521.44,1409.47,124
3810,8126.74,1589.06,9047.18,553.09,47.56,23.2405,8.4146,521.68,1413.73,123
3811,8126.12,1598.57,9054.32,553.19,47.57,23.2373,8.4659,521.34,1412.15,122
3812,8123.86,1586.82,9040.7,553.31,47.56,23.2959,8.4576,521.05,1412.13,121
3813,8125.61,1590.06,9047.23,553.3,47.44,23.2437,8.4386,521.35,1410.74,120
3814,8125.02,1586.95,9047.4,553.4,47.6,23.3472,8.4037,521.21,1413.22,119
3815,8122.23,1593.28,9040.46,552.94,47.53,23.2606,8.411,521.67,1411.83,118
3816,8127.81,1591.07,9036.85,553.03,47.55,23.3649,8.4308,521.21,1410.28,117
3817,8125.62,1591.26,9044.78,553.44,47.51,23.2848,8.4375,521.65,1409.68,116
3818,8130.82,1588.17,9041.96,553.31,47.66,23.3131,8.4716,521.44,1405.46,115
3819,8121.09,1589.56,9042.69,553.3,47.52,23.3636,8.4691,520.93,1413.29,114
3820,8131.28,1592.17,9047.32,553.32,47.57,23.1953,8.4268,521.93,1414.19,113
3821,8128.12,1587.13,9044.62,553.01,47.75,23.3367,8.461,521.25,1412.07,112
3822,8124.8,1592.34,9047.61,552.54,47.54,23.2939,8.4621,521.04,1407.34,111
3823,8124.92,1594.93,9039.34,553.05,47.56,23.3338,8.443,521.45,1418.49,110
3824,8124.99,1589.66,9047.18,552.81,47.72,23.3476,8.4381,520.89,1407.59,109
3825,8127.71,1593.96,9047.16,553.3,47.57,23.2549,8.4007,521.39,1415.17,108
3826,8126.26,1589.74,9049.71,553.54,47.47,23.2234,8.4484,521.43,1413.7,107
3827,8120.86,1593.84,9047.99,552.69,47.64,23.3347,8.4823,521.8,1407.06,106
3828,8119.83,1595.02,9046.45,553.04,47.65,23.2343,8.4307,521.22,1409.99,105
3829,8126.63,1597.75,9035.93,552.63,47.71,23.2657,8.4485,521.57,1413.44,104
3830,8129.4,1596.13,9045.32,552.96,47.83,23.2501,8.4162,521.52,1409.11,103
3831,8122.56,1583.82,9049.73,553.37,47.56,23.2757,8.4502,521.22,1415.05,102
3832,8121.89,1591.29,9038.94,552.8,47.52,23.2607,8.4327,520.98,1410.83,101
3833,8121.49,1592.6,9041.99,553.11,47.69,23.2729,8.4629,520.88,1408.77,100
3834,8129.51,1591.8,9052.59,552.81,47.52,23.3375,8.4765,521.04,1411.34,99
3835,8121.62,1587.38,9041.58,552.91,47.73,23.3252,8.4315,520.76,1410.58,98
3836,8124.94,1593.31,9051.72,553.16,47.65,23.2856,8.4434,521.04,1417.8,97
3837,8117.78,1590.47,9038.06,552.73,47.77,23.2194,8.4276,520.8,1408.57,96
3838,8124.3,1591.45,9049.42,553.26,47.63,23.2116,8.4876,521.12,1406.06,95
3839,8126.75,1581.87,9055.91,553.76,47.48,23.3097,8.4468,520.99,1409.48,94
3840,8122.62,1597.85,9048.84,552.79,47.68,23.3028,8.4475,521.77,1408.12,93
3841,8128.72,1585.97,9043.59,553.99,47.61,23.2549,8.4398,521.04,1411.13,92
3842,8124.91,1591.7,9050.44,552.19,47.68,23.2641,8.421,520.94,1410.7,91
3843,8127.38,1586.14,9043.07,553.75,47.6,23.3544,8.4522,521.07,1405.31,90
3844,8128.36,1601.78,9049.03,553.8,47.42,23.2372,8.4255,521.02,1411.62,89
3845,8122.48,1593.92,9039.49,553.4,47.62,23.3041,8.4017,521.27,1409.27,88
3846,8129.39,1590.68,9046.11,553.06,47.7,23.3074,8.452,521.04,1410.85,87
3847,8124.72,1592.08,9037.01,552.72,47.55,23.2404,8.4253,520.95,1417.08,86
3848,8125.86,1583.11,9046.05,552.71,47.65,23.4029,8.468,521.13,1412.83,85
3849,8126.89,1595.49,9046.24,553.52,47.77,23.2137,8.4727,521.07,1409.74,84
3850,8127.19,1590.45,9050.4,553.69,47.69,23.3202,8.4515,521.28,1408.82,83
3851,8128.93,1585.28,9048.83,552.86,47.57,23.3368,8.4145,521.01,1410.25,82
3852,8127.89,1595.62,9037.13,553.04,47.73,23.2269,8.4324,521.2,1414.26,81
3853,8128.45,1589.09,9042.39,553.35,47.76,23.2324,8.4589,521.92,1411.63,80
3854,8124.3,1593.79,9047.36,552.45,47.4,23.2652,8.4235,521.31,1404.56,79
3855,8126.07,1597.33,9047.15,553.25,47.6,23.2186,8.4338,520.81,1416.52,78
3856,8125.55,1601.29,9051.14,553.43,47.57,23.191,8.4484,521.58,1420.9,77
3857,8127.91,1598.06,9046.23,552.83,47.46,23.3299,8.4622,521.3,1410.12,76
3858,8121.73,1595.65,9049.09,552.79,47.65,23.1632,8.3989,520.89,1405.56,75
3859,8126.84,1591.22,9047.47,553.51,47.63,23.1799,8.4648,520.8,1414.02,74
3860,8124.62,1590.63,9046.11,553.73,47.87,23.2447,8.447,520.45,1409.01,73
3861,8131.25,1590.1,9041.66,553.13,47.59,23.2445,8.4399,521.03,1410.08,72
3862,8122.96,1595.77,9044.93,553.24,47.5,23.234,8.4614,521.38,1416.18,71
3863,8128.69,1589.1,9047.07,552.59,47.64,23.2013,8.4559,521.19,1416.46,70
3864,8129.13,1592.83,9043.34,551.72,47.71,23.2285,8.4657,520.66,1420.29,69
3865,8123.63,1593.35,9051.66,552.63,47.7,23.2118,8.4397,521.32,1411.48,68
3866,8130.99,1589.44,9045.01,552.66,47.88,23.2277,8.4723,521.19,1412.8,67
3867,8127.87,1595.75,9041.85,553.11,47.7,23.2234,8.4285,521.09,1410.56,66
3868,8128.23,1593.94,9050.15,553.0,47.6,23.2608,8.4571,520.43,1409.66,65
3869,8126.32,1597.84,9045.53,553.44,47.75,23.1863,8.469,521.3,1418.85,64
3870,8124.27,1595.72,9049.85,552.45,47.68,23.3249,8.4677,520.56,1414.33,63
3871,8125.26,1598.49,9043.79,552.67,47.89,23.1194,8.4674,521.27,1415.37,62
3872,8127.97,1593.51,9041.22,552.27,47.96,23.2867,8.4809,521.32,1409.89,61
3873,8130.42,1594.33,9050.72,552.59,47.66,23.3202,8.4436,521.23,1412.37,60
3874,8126.63,1594.07,9042.49,552.97,47.79,23.2509,8.451,521.36,1410.87,59
3875,8126.99,1602.29,9053.67,552.94,47.67,23.2006,8.4545,520.43,1413.53,58
3876,8125.22,1596.3,9043.18,552.75,47.73,23.3293,8.4078,520.67,1416.79,57
3877,8121.74,1591.51,9047.64,552.77,47.78,23.2054,8.4626,520.63,1412.9,56
3878,8125.57,1595.3,9047.57,553.75,47.63,23.2268,8.4862,521.03,1415.31,55
3879,8118.63,1588.39,9048.64,552.69,47.79,23.2781,8.5036,521.06,1415.89,54
3880,8120.39,1591.8,9042.41,552.58,47.88,23.1176,8.4978,520.78,1414.04,53
3881,8127.82,1603.02,9042.54,552.85,47.71,23.1649,8.4865,520.46,1416.23,52
3882,8123.46,1593.86,9044.79,552.99,47.81,23.1997,8.4806,521.26,1416.08,51
3883,8119.37,1590.57,9049.78,551.81,47.72,23.2061,8.4685,520.72,1411.25,50
3884,8120.92,1596.82,9043.24,552.93,47.76,23.1424,8.4792,521.01,1411.54,49
3885,8124.55,1596.73,9049.81,552.47,47.81,23.2228,8.4965,520.81,1415.7,48
3886,8125.12,1595.25,9042.7,552.76,47.87,23.1583,8.4634,520.88,1419.58,47
3887,8126.73,1605.35,9044.37,552.22,47.86,23.2076,8.4829,521.07,1417.79,46
3888,8122.06,1600.85,9050.96,552.07,47.54,23.1186,8.4688,521.17,1412.57,45
3889,8130.55,1596.4,9051.24,552.66,47.92,23.2054,8.5157,520.94,1422.4,44
3890,8125.83,1597.55,9046.04,553.55,47.77,23.2296,8.4464,520.56,1416.77,43
3891,8122.0,1587.14,9043.53,552.24,47.81,23.1796,8.4579,521.09,1415.88,42
3892,8126.76,1592.63,9043.05,552.53,47.59,23.2648,8.4721,521.19,1418.86,41
3893,8123.42,1601.12,9043.92,552.52,47.8,23.205,8.4841,520.52,1417.01,40
3894,8123.34,1597.58,9043.35,552.23,47.78,23.0846,8.482,520.67,1415.64,39
3895,8125.07,1590.1,9047.0,552.56,47.77,23.2771,8.4613,520.3,1416.67,38
3896,8126.16,1600.66,9043.4,551.56,47.82,23.1826,8.485,520.32,1416.42,37
3897,8123.54,1587.38,9046.68,551.98,47.85,23.2121,8.5054,520.52,1417.15,36
3898,8118.53,1598.16,9045.76,552.2,47.99,23.131,8.4379,520.78,1421.98,35
3899,8121.37,1595.48,9040.32,551.84,47.8,23.0959,8.4868,520.08,1419.84,34
3900,8123.15,1596.71,9046.72,551.93,47.98,23.2692,8.4764,520.4,1419.75,33
3901,8119.96,1598.24,9044.99,552.34,47.82,23.2356,8.4877,520.94,1421.15,32
3902,8126.59,1596.18,9048.67,552.68,48.0,23.2953,8.4791,520.57,1419.81,31
3903,8120.53,1603.68,9045.36,552.27,48.07,23.1868,8.4803,520.29,1419.46,30
3904,8123.83,1589.42,9043.52,552.27,47.94,23.2079,8.4572,520.86,1420.91,29
3905,8128.96,1595.04,9043.58,551.9,47.86,23.1258,8.4336,520.32,1418.48,28
3906,8121.11,1594.07,9043.1,552.27,47.93,23.2253,8.4633,520.56,1420.61,27
3907,8120.31,1592.53,9051.51,552.05,48.0,23.0466,8.4731,520.52,1420.91,26
3908,8117.57,1593.66,9045.48,551.74,47.89,23.1752,8.4726,520.36,1418.44,25
3909,8119.16,1600.85,9040.27,551.68,47.85,23.0666,8.4955,519.7,1413.51,24
3910,8120.63,1598.99,9042.27,552.94,47.88,23.2025,8.4988,519.73,1425.2,23
3911,8119.66,1597.09,9040.21,551.76,47.79,23.2237,8.5123,520.25,1422.71,22
3912,8116.79,1594.5,9047.28,552.25,47.8,23.0693,8.4547,519.62,1428.05,21
3913,8118.35,1598.76,9041.6,552.2,47.95,23.161,8.515,520.11,1423.31,20
3914,8121.34,1601.65,9043.92,550.69,47.96,22.9693,8.4808,520.29,1425.36,19
3915,8121.99,1597.76,9040.71,551.81,48.17,23.0929,8.4837,519.93,1417.45,18
3916,8120.2,1599.42,9041.85,551.78,47.92,23.1695,8.464,520.41,1421.72,17
3917,8119.97,1592.36,9041.98,551.36,47.96,23.2697,8.4703,519.93,1416.28,16
3918,8127.73,1599.1,9053.57,551.58,48.06,23.1593,8.4631,519.76,1427.12,15
3919,8121.4,1590.73,9038.57,551.58,47.97,23.2047,8.5121,520.04,1425.19,14
3920,8116.09,1597.69,9042.6,551.96,48.08,23.148,8.4982,519.46,1421.19,13
3921,8116.25,1605.27,9043.71,552.16,48.18,23.0104,8.521,519.52,1424.03,12
3922,8117.55,1604.18,9043.25,551.83,48.24,23.1683,8.501,519.85,1420.42,11
3923,8115.67,1605.53,9044.33,551.93,48.05,23.0838,8.519,520.43,1425.86,10
3924,8123.56,1604.98,9044.55,551.76,48.0,23.1173,8.5168,519.3,1421.34,9
3925,8119.07,1604.42,9042.26,551.38,48.14,23.1234,8.4934,519.79,1431.34,8
3926,8119.25,1603.13,9043.2,551.4,48.09,23.0814,8.494,519.82,1431.72,7
3927,8122.0,1603.8,9046.71,552.2,48.16,23.0703,8.4974,519.79,1431.3,6
3928,8116.73,1596.48,9042.05,550.73,48.14,23.1006,8.5113,519.62,1427.77,5
3929,8117.7,1600.85,9042.01,551.33,48.14,23.047,8.5145,519.8,1426.73,4
3930,8118.91,1601.97,9041.73,551.24,48.15,23.053,8.5215,519.45,1433.78,3
3931,8120.36,1601.17,9035.58,550.9,48.14,23.0858,8.538,519.67,1430.45,2
3932,8112.87,1597.38,9042.2,551.22,48.01,23.0758,8.5381,519.5,1426.98,1
3933,8117.14,1605.58,9051.89,550.84,48.23,22.9405,8.5343,519.22,1433.97,0
3934,8136.61,1589.87,9063.7,553.44,47.56,23.2767,8.4498,521.93,1404.3,233
3935,8136.47,1588.75,9055.4,553.77,47.67,23.2626,8.4217,520.66,1406.6,232
3936,8136.89,1587.31,9055.83,552.91,47.49,23.276,8.4432,521.14,1404.3,231
3937,8133.4,1583.0,9057.87,553.69,47.61,23.2784,8.439,521.63,1417.06,230
3938,8135.61,1585.71,9054.13,553.06,47.55,23.2748,8.4171,521.48,1406.9,229
3939,8130.93,1586.19,9054.09,552.42,47.48,23.3133,8.4453,521.62,1403.67,228
3940,8142.14,1583.76,9058.45,554.4,47.56,23.2666,8.4528,521.07,1404.13,227
3941,8132.59,1589.12,9051.23,553.43,47.46,23.2775,8.4364,521.09,1408.09,226
3942,8135.27,1584.35,9056.89,553.46,47.61,23.3822,8.4559,521.43,1403.87,225
3943,8131.19,1585.04,9054.98,553.64,47.48,23.4045,8.4414,521.9,1397.76,224
3944,8138.91,1586.04,9055.25,553.34,47.42,23.2635,8.4197,521.51,1410.55,223
3945,8134.99,1585.47,9058.02,554.31,47.54,23.3024,8.4545,521.69,1407.66,222
3946,8133.4,1589.63,9050.25,553.92,47.37,23.2503,8.4751,521.45,1405.47,221
3947,8136.14,1591.06,9059.48,552.96,47.6,23.3803,8.4054,521.67,1411.72,220
3948,8137.29,1592.49,9057.06,553.42,47.61,23.3967,8.4377,521.28,1406.63,219
3949,8135.58,1589.62,9058.45,553.36,47.42,23.3011,8.4111,522.03,1399.9,218
3950,8139.99,1588.52,9059.77,552.78,47.54,23.231,8.446,521.52,1405.1,217
3951,8137.14,1589.33,9050.6,554.07,47.52,23.3501,8.4085,520.19,1404.53,216
3952,8142.76,1593.38,9059.7,553.66,47.37,23.2071,8.4607,520.99,1403.45,215
3953,8134.9,1592.77,9060.11,553.05,47.35,23.3233,8.44,521.31,1406.23,214
3954,8131.8,1583.52,9052.34,554.02,47.57,23.4263,8.4344,521.48,1411.61,213
3955,8133.22,1585.06,9063.25,553.23,47.53,23.3007,8.4422,521.68,1405.34,212
3956,8141.68,1601.08,9056.81,553.68,47.69,23.3758,8.4479,521.3,1406.85,211
3957,8140.57,1588.31,9059.5,553.14,47.37,23.2466,8.4664,521.22,1402.29,210
3958,8142.21,1582.05,9051.94,553.85,47.54,23.2967,8.4509,521.52,1407.26,209
3959,8138.44,1596.63,9054.64,553.57,47.43,23.3192,8.4508,521.34,1410.81,208
3960,8138.66,1583.9,9049.63,553.25,47.56,23.3431,8.4485,521.67,1404.13,207
3961,8139.86,1586.56,9061.35,553.3,47.4,23.3833,8.4256,521.17,1404.01,206
3962,8144.09,1587.38,9056.46,553.51,47.67,23.3385,8.418,521.6,1412.5,205
3963,8137.16,1596.94,9051.02,553.37,47.53,23.1653,8.4731,520.94,1405.78,204
3964,8129.1,1591.65,9050.49,554.19,47.57,23.3442,8.4334,521.78,1404.61,203
3965,8139.98,1590.01,9057.81,553.61,47.3,23.26,8.4505,521.53,1403.95,202
3966,8136.69,1590.95,9055.79,552.91,47.45,23.2933,8.4725,521.35,1405.04,201
3967,8135.04,1594.78,9063.98,553.27,47.57,23.23,8.4479,521.35,1400.07,200
3968,8140.74,1593.0,9060.8,553.62,47.53,23.2435,8.4404,520.92,1408.04,199
3969,8135.67,1590.16,9064.41,554.66,47.37,23.4161,8.4676,521.54,1406.21,198
3970,8139.38,1585.03,9057.37,553.27,47.33,23.39,8.4277,521.05,1408.03,197
3971,8138.99,1593.58,9061.65,553.14,47.53,23.2588,8.4333,521.42,1404.38,196
3972,8137.09,1590.26,9059.52,554.11,47.38,23.3827,8.4304,521.62,1404.61,195
3973,8139.35,1582.87,9059.76,553.29,47.63,23.3017,8.4449,521.86,1409.39,194
3974,8134.28,1588.76,9053.84,554.24,47.61,23.3647,8.3917,521.38,1403.24,193
3975,8135.62,1588.26,9054.51,553.31,47.57,23.1774,8.435,521.68,1410.67,192
3976,8135.28,1588.46,9057.93,553.41,47.46,23.3041,8.4702,521.04,1402.22,191
3977,8143.42,1579.43,9058.31,554.13,47.28,23.3076,8.4699,521.41,1406.18,190
3978,8132.16,1589.92,9058.56,553.39,47.4,23.2619,8.442,521.36,1412.98,189
